PitchNo,Date,Time,PAofInning,PitchofPA,Pitcher,PitcherId,PitcherThrows,PitcherTeam,Batter,BatterId,BatterSide,BatterTeam,PitcherSet,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,AutoPitchType,PitchCall,KorBB,TaggedHitType,PlayResult,OutsOnPlay,RunsScored,Notes,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,ExitSpeed,Angle,Direction,HitSpinRate,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,Bearing,HangTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,HomeTeam,AwayTeam,Stadium,Level,League,GameID,PitchUID,EffectiveVelo,MaxHeight,MeasuredDuration,SpeedDrop,PitchLastMeasuredX,PitchLastMeasuredY,PitchLastMeasuredZ,ContactPositionX,ContactPositionY,ContactPositionZ,,,
198,2026-01-15,22:39.0,1,5,"Kwiatkowski, John",831964,Left,BOC_EAG,"Wolff, Kyle",813479,Right,BOC_EAG,Undefined,6,Bottom,0,3,1,Sinker,Slider,StrikeCalled,Undefined,Undefined,Undefined,0,0,,85.82631,0.293544,3.435048,2172.864576,132.790284,10:30,5.74653,-2.99124,5.8976,-30.5938,7.01268,-6.42985,3.47006,-0.33421,79.28227,-5.36164,2.283728,0.44137,,,,,,,,,,,,4.13618,3.86036,2.71826,50,5.75254,-7.2209,-124.62077,-0.37711,6.57679,22.44101,-26.03585,BOC_EAG,BOC_EAG,HarringtonVillage,TeamExclusive,Team,20260115-HarringtonVillage-Private-1,159e5030-f269-11f0-99a1-27b08f981295,85.39875,,,6.54405,,,,,,,,,
199,2026-01-15,22:59.3,1,6,"Kwiatkowski, John",831964,Left,BOC_EAG,"Wolff, Kyle",813479,Right,BOC_EAG,Undefined,6,Bottom,0,3,2,Slider,Slider,InPlay,Undefined,FlyBall,Out,1,0,,78.31191,0.102335,2.027271,2266.243527,282.281068,3:30,5.48479,-3.0111,5.91132,-46.63774,-0.34504,9.20713,1.69336,-0.36147,71.00834,-8.502322,3.68089,0.489697,90.60904,22.254198,-10.019907,1587.389176,107.91685,37.77747,-21.30474,320.05873,311.33751,-14.380546,3.789469,-4.07709,0.20787,2.84304,50,5.46642,-4.35702,-113.57786,-1.24318,-5.2229,24.54662,-31.90776,BOC_EAG,BOC_EAG,HarringtonVillage,TeamExclusive,Team,20260115-HarringtonVillage-Private-1,21d32920-f269-11f0-99a1-27b08f981295,76.97091,46.46797,,7.30357,,,,2.45277,1.83762,0.4462,,,
200,2026-01-15,23:38.9,2,1,"Kwiatkowski, John",831964,Left,BOC_EAG,"Johnson, Gunnar",1000100233,Right,BOC_EAG,Undefined,6,Bottom,1,0,0,Sinker,Sinker,StrikeCalled,Undefined,Undefined,Undefined,0,0,,87.58937,-0.172561,2.864387,2049.605289,123.353781,10:00,5.71151,-2.84275,6.00439,-30.89002,5.28536,-6.36225,2.97726,-0.71683,80.43712,-5.89804,1.721367,0.43289,,,,,,,,,,,,4.02118,3.12433,2.62084,50,5.68112,-6.1003,-127.17624,-1.42435,6.60917,25.21449,-27.03898,BOC_EAG,BOC_EAG,HarringtonVillage,TeamExclusive,Team,20260115-HarringtonVillage-Private-1,394115e0-f269-11f0-99a1-27b08f981295,87.07159,,,7.15225,,,,,,,,,
201,2026-01-15,23:55.9,2,2,"Kwiatkowski, John",831964,Left,BOC_EAG,"Johnson, Gunnar",1000100233,Right,BOC_EAG,Undefined,6,Bottom,1,0,1,Sinker,Cutter,BallCalled,Undefined,Undefined,Undefined,0,0,,86.24945,-0.574459,2.169575,2106.221881,142.076486,10:45,5.78158,-2.86809,5.9947,-28.38096,9.06752,-6.1374,2.88376,-1.36808,78.89104,-5.864678,1.066273,0.440442,,,,,,,,,,,,3.73634,5.20032,2.70037,50,5.72082,-4.4908,-125.21582,-2.17242,5.92798,25.44585,-23.92338,BOC_EAG,BOC_EAG,HarringtonVillage,TeamExclusive,Team,20260115-HarringtonVillage-Private-1,4366bde0-f269-11f0-99a1-27b08f981295,85.5787,,,7.35841,,,,,,,,,
202,2026-01-15,24:15.1,2,3,"Kwiatkowski, John",831964,Left,BOC_EAG,"Johnson, Gunnar",1000100233,Right,BOC_EAG,Undefined,6,Bottom,1,1,1,Slider,Slider,StrikeCalled,Undefined,Undefined,Undefined,0,0,,79.67706,-0.367061,1.591345,2085.24791,273.106133,3:00,5.59875,-2.96603,5.8623,-42.97077,0.85528,7.90252,1.67672,-0.82876,73.72992,-8.242734,3.010261,0.476472,,,,,,,,,,,,-3.60776,0.97248,2.83252,50,5.54415,-3.51685,-115.80037,-2.12761,-4.92112,20.70615,-30.84758,BOC_EAG,BOC_EAG,HarringtonVillage,TeamExclusive,Team,20260115-HarringtonVillage-Private-1,4ed93130-f269-11f0-99a1-27b08f981295,79.10731,,,5.94714,,,,,,,,,
203,2026-01-15,24:34.7,2,4,"Kwiatkowski, John",831964,Left,BOC_EAG,"Johnson, Gunnar",1000100233,Right,BOC_EAG,Undefined,6,Bottom,1,1,2,Slider,Slider,StrikeSwinging,Strikeout,Undefined,Undefined,0,0,,79.54379,-0.157663,2.181796,2317.106024,278.88728,3:15,5.6227,-2.92474,5.84358,-44.29195,-0.43783,10.58225,1.78508,-0.01432,73.95155,-8.250528,4.079357,0.476625,,,,,,,,,,,,-4.87422,0.19094,2.74083,50,5.58371,-4.79804,-115.63786,-1.74425,-6.655,19.88047,-31.91335,BOC_EAG,BOC_EAG,HarringtonVillage,TeamExclusive,Team,20260115-HarringtonVillage-Private-1,5ab589e0-f269-11f0-99a1-27b08f981295,79.08197,,,5.59224,,,,,,,,,
204,2026-01-15,25:08.0,3,1,"Kwiatkowski, John",831964,Left,BOC_EAG,"Gallo, Luke",10126155,Right,BOC_EAG,Undefined,6,Bottom,2,0,0,Slider,Slider,StrikeCalled,Undefined,Undefined,Undefined,0,0,,79.26691,-0.674177,2.402787,2087.427719,218.621891,1:15,5.50884,-3.23515,5.87721,-36.63321,7.32898,4.89929,1.82936,-0.59402,73.78109,-7.403696,3.281223,0.477212,,,,,,,,,,,,-1.9313,4.31004,3.03809,50,5.43301,-5.0159,-115.21267,-2.4936,-2.63025,18.75208,-26.30415,BOC_EAG,BOC_EAG,HarringtonVillage,TeamExclusive,Team,20260115-HarringtonVillage-Private-1,6e6cd740-f269-11f0-99a1-27b08f981295,78.98477,,,5.48582,,,,,,,,,
205,2026-01-15,25:27.2,3,2,"Kwiatkowski, John",831964,Left,BOC_EAG,"Gallo, Luke",10126155,Right,BOC_EAG,Undefined,6,Bottom,2,0,1,Sinker,Sinker,InPlay,Undefined,GroundBall,Error,0,0,,87.56635,-1.648857,3.008471,2196.571697,132.961246,10:30,5.7654,-2.84188,6.20426,-26.96521,9.03989,-8.50371,1.99384,-0.77107,80.39333,-6.680155,1.474669,0.43187,70.44441,-74.254523,-43.176322,,,,,1.77083,1.77083,12.594314,0.019879,5.25548,5.47425,2.62003,50,5.62777,-6.34948,-127.11706,-4.50862,8.6101,25.74871,-23.20556,BOC_EAG,BOC_EAG,HarringtonVillage,TeamExclusive,Team,20260115-HarringtonVillage-Private-1,79e5da40-f269-11f0-99a1-27b08f981295,87.2772,1.98258,,7.17302,,,,1.32058,1.98258,0.7686,,,
206,2026-01-15,26:20.0,4,1,"Kwiatkowski, John",831964,Left,BOC_EAG,"Malaret, Gabriel",10279876,Right,BOC_EAG,Undefined,6,Bottom,2,0,0,Slider,Slider,BallCalled,Undefined,Undefined,Undefined,0,0,,78.23557,-1.434596,3.126623,2103.777892,260.82025,2:45,5.46865,-3.15208,5.8711,-43.12884,2.67146,7.79886,0.5398,0.40484,72.27373,-9.321409,4.524613,0.487086,,,,,,,,,,,,-3.14307,2.16225,2.89423,50,5.32718,-6.48082,-113.50604,-4.18058,-4.09429,21.06689,-29.35744,BOC_EAG,BOC_EAG,HarringtonVillage,TeamExclusive,Team,20260115-HarringtonVillage-Private-1,996471b0-f269-11f0-99a1-27b08f981295,77.38357,,,5.96185,,,,,,,,,
207,2026-01-15,26:44.2,4,2,"Kwiatkowski, John",831964,Left,BOC_EAG,"Malaret, Gabriel",10279876,Right,BOC_EAG,Undefined,6,Bottom,2,1,0,Slider,Curveball,StrikeCalled,Undefined,Undefined,Undefined,0,0,,78.03734,-0.195533,2.332139,2074.706527,280.537382,3:15,5.51788,-2.98122,6.06644,-45.98774,0.59323,6.1815,1.50447,-0.30666,70.45651,-8.717945,3.445535,0.49122,,,,,,,,,,,,-2.35059,0.94992,2.79732,50,5.47906,-4.83726,-113.08718,-1.7923,-2.97376,25.05747,-30.97228,BOC_EAG,BOC_EAG,HarringtonVillage,TeamExclusive,Team,20260115-HarringtonVillage-Private-1,a7eb50f0-f269-11f0-99a1-27b08f981295,76.73237,,,7.58083,,,,,,,,,
208,2026-01-15,27:08.9,4,3,"Kwiatkowski, John",831964,Left,BOC_EAG,"Malaret, Gabriel",10279876,Right,BOC_EAG,Undefined,6,Bottom,2,1,1,Slider,Slider,StrikeCalled,Undefined,Undefined,Undefined,0,0,,79.10531,-0.18614,1.972302,2133.171627,260.527924,2:45,5.6288,-3.1887,6.13466,-42.91384,2.64524,4.91319,1.8805,-0.95567,70.75297,-8.193895,2.858567,0.485802,,,,,,,,,,,,-1.76524,2.07209,3.03594,50,5.59368,-4.13568,-114.54338,-1.68379,-2.27353,27.18091,-29.5053,BOC_EAG,BOC_EAG,HarringtonVillage,TeamExclusive,Team,20260115-HarringtonVillage-Private-1,b6817270-f269-11f0-99a1-27b08f981295,77.58813,,,8.35234,,,,,,,,,
209,2026-01-15,27:32.6,4,4,"Kwiatkowski, John",831964,Left,BOC_EAG,"Malaret, Gabriel",10279876,Right,BOC_EAG,Undefined,6,Bottom,2,1,2,Slider,Slider,FoulBallNotFieldable,Undefined,Undefined,Undefined,0,0,,79.23928,-0.503907,1.570025,2235.349464,261.257249,2:45,5.62243,-3.04198,5.76877,-41.68506,2.19484,7.07906,1.67954,-0.99058,74.268,-8.103497,2.838744,0.476765,,,,,,,,,,,,-3.28937,1.55197,2.90767,50,5.555,-3.41887,-115.32126,-2.35143,-4.51175,17.72259,-30.04533,BOC_EAG,BOC_EAG,HarringtonVillage,TeamExclusive,Team,20260115-HarringtonVillage-Private-1,c4a34e50-f269-11f0-99a1-27b08f981295,79.05878,,,4.97128,,,,,,,,,
210,2026-01-15,28:08.3,4,5,"Kwiatkowski, John",831964,Left,BOC_EAG,"Malaret, Gabriel",10279876,Right,BOC_EAG,Undefined,6,Bottom,2,1,2,Slider,Slider,StrikeCalled,Strikeout,Undefined,Undefined,0,0,,78.21621,-0.456531,1.88578,2075.425725,216.153473,1:15,5.45063,-3.08619,5.98142,-36.79356,8.47831,5.21654,1.9611,-0.90289,72.25498,-7.258776,2.823466,0.484268,,,,,,,,,,,,-2.17618,4.91677,2.93442,50,5.39426,-3.93329,-113.64766,-2.00647,-2.86171,19.76057,-25.7084,BOC_EAG,BOC_EAG,HarringtonVillage,TeamExclusive,Team,20260115-HarringtonVillage-Private-1,d9e867a0-f269-11f0-99a1-27b08f981295,77.83389,,,5.96122,,,,,,,,,
