PitchNo,Date,Time,PAofInning,PitchofPA,Pitcher,PitcherId,PitcherThrows,PitcherTeam,Batter,BatterId,BatterSide,BatterTeam,PitcherSet,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,AutoPitchType,PitchCall,KorBB,TaggedHitType,PlayResult,OutsOnPlay,RunsScored,Notes,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,ExitSpeed,Angle,Direction,HitSpinRate,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,Bearing,HangTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,HomeTeam,AwayTeam,Stadium,Level,League,GameID,PitchUID,EffectiveVelo,MaxHeight,MeasuredDuration,SpeedDrop,PitchLastMeasuredX,PitchLastMeasuredY,PitchLastMeasuredZ,ContactPositionX,ContactPositionY,ContactPositionZ,,,
97,2026-01-15,19:25.5,4,4,"Burnham, Jacob",831497,Left,BOC_EAG,"Garcia, Esteban",822341,Left,BOC_EAG,Undefined,3,Bottom,0,2,1,Fastball,Sinker,BallCalled,Undefined,Undefined,Undefined,0,0,,86.01436,0.31904,1.49209,2078.356367,150.479581,11:00,5.87152,-2.27215,6.24946,-24.71442,12.2743,-6.33685,4.10632,-1.42385,79.0902,-4.328873,0.347373,0.43773,,,,,,,,,,,,3.65591,6.62878,2.16414,50,5.88297,-3.00889,-125.06328,-0.0364,5.82916,23.63402,-21.60482,BOC_EAG,BOC_EAG,HarringtonVillage,TeamExclusive,Team,20260115-HarringtonVillage-Private-1,4070ec90-f260-11f0-99a1-27b08f981295,86.10891,,,6.92416,,,,,,,,,
98,2026-01-15,19:52.8,4,5,"Burnham, Jacob",831497,Left,BOC_EAG,"Garcia, Esteban",822341,Left,BOC_EAG,Undefined,3,Bottom,0,3,1,Fastball,Four-Seam,BallCalled,Walk,Undefined,Undefined,0,0,,85.16296,0.208478,3.426277,2028.730543,160.967781,11:15,5.88215,-1.94512,6.06051,-21.70572,17.34922,-5.48429,4.26664,0.77278,76.37926,-3.945815,2.441936,0.44979,,,,,,,,,,,,3.92162,9.24902,1.68164,50,5.88679,-7.15315,-123.27646,-0.14547,5.92558,28.64551,-18.19881,BOC_EAG,BOC_EAG,HarringtonVillage,TeamExclusive,Team,20260115-HarringtonVillage-Private-1,50be8210-f260-11f0-99a1-27b08f981295,83.80015,,,8.7837,,,,,,,,,
99,2026-01-15,20:53.2,5,1,"Burnham, Jacob",831497,Left,BOC_EAG,"Roossien, Jace",831501,Right,BOC_EAG,Undefined,3,Bottom,0,0,0,Fastball,Four-Seam,InPlay,Undefined,Bunt,Sacrifice,1,0,,85.44114,-1.817426,3.183223,2029.691699,158.155555,11:15,5.89122,-2.03306,6.06297,-22.33155,15.6104,-5.79331,2.34508,0.43325,78.57022,-6.01032,2.142153,0.443334,31.35967,5.043011,-31.644718,2095.692519,,,,29.61236,28.34151,-31.084202,0.603342,3.86118,8.90178,1.78912,50,5.73801,-6.67479,-124.00102,-4.59892,6.03749,23.80753,-18.25496,BOC_EAG,BOC_EAG,HarringtonVillage,TeamExclusive,Team,20260115-HarringtonVillage-Private-1,74d6ecf0-f260-11f0-99a1-27b08f981295,85.02038,2.82506,,6.87092,,,,2.77883,2.52786,-0.37978,,,
100,2026-01-15,21:40.0,6,1,"Burnham, Jacob",831497,Left,BOC_EAG,"Wolff, Kyle",813479,Right,BOC_EAG,Undefined,3,Bottom,1,0,0,Fastball,Cutter,InPlay,Undefined,FlyBall,Sacrifice,1,1,,85.55831,-1.030926,3.290792,1986.236506,153.909288,11:15,5.74694,-2.1543,6.27034,-25.05946,12.63501,-5.60225,2.70659,0.41587,78.31349,-5.744595,2.280335,0.441886,95.70882,18.128797,1.790727,1451.675813,109.69979,31.52655,8.11817,307.31131,296.13878,8.905424,3.392316,3.84693,7.21571,1.91344,50,5.65829,-6.92804,-124.17637,-2.96965,6.00241,25.02932,-20.91534,BOC_EAG,BOC_EAG,HarringtonVillage,TeamExclusive,Team,20260115-HarringtonVillage-Private-1,90c4bc80-f260-11f0-99a1-27b08f981295,85.29898,37.52088,,7.24483,,,,1.08283,2.66128,-0.41645,,,
101,2026-01-15,22:25.5,7,1,"Burnham, Jacob",831497,Left,BOC_EAG,"Johnson, Gunnar",1000100233,Right,BOC_EAG,Undefined,3,Bottom,2,0,0,ChangeUp,Changeup,StrikeCalled,Undefined,Undefined,Undefined,0,0,,78.17255,-0.097521,3.016433,1331.934499,102.024497,9:30,5.57867,-2.21541,6.27197,-40.31963,5.62268,-18.3343,2.12868,-0.96002,70.47609,-7.646971,-0.29765,0.48784,,,,,,,,,,,,10.42784,3.50162,2.00026,50,5.55255,-5.29548,-113.30879,-1.35563,13.28926,24.51573,-27.71157,BOC_EAG,BOC_EAG,HarringtonVillage,TeamExclusive,Team,20260115-HarringtonVillage-Private-1,abe09610-f260-11f0-99a1-27b08f981295,77.26387,,,7.69646,,,,,,,,,
102,2026-01-15,22:41.4,7,2,"Burnham, Jacob",831497,Left,BOC_EAG,"Johnson, Gunnar",1000100233,Right,BOC_EAG,Undefined,3,Bottom,2,0,1,Fastball,Four-Seam,BallCalled,Undefined,Undefined,Undefined,0,0,,86.00093,-0.238949,3.483597,2046.806698,139.099545,10:45,5.88184,-2.21448,6.29539,-23.8093,13.51308,-10.66615,3.67715,0.11055,78.45136,-4.741294,1.559393,0.4397,,,,,,,,,,,,6.48548,7.44985,1.9628,50,5.8527,-7.17524,-124.77764,-1.20478,10.21109,25.42153,-20.4446,BOC_EAG,BOC_EAG,HarringtonVillage,TeamExclusive,Team,20260115-HarringtonVillage-Private-1,b5449bc0-f260-11f0-99a1-27b08f981295,85.72316,,,7.54957,,,,,,,,,
103,2026-01-15,22:57.0,7,3,"Burnham, Jacob",831497,Left,BOC_EAG,"Johnson, Gunnar",1000100233,Right,BOC_EAG,Undefined,3,Bottom,2,1,1,ChangeUp,Changeup,BallCalled,Undefined,Undefined,Undefined,0,0,,79.75122,-0.044617,4.507036,1483.024939,112.086847,9:45,5.68532,-2.25448,6.27601,-35.99494,7.65024,-15.27741,2.64449,0.63546,72.72917,-6.767611,1.754628,0.475488,,,,,,,,,,,,9.19331,4.44355,1.92786,50,5.66479,-8.54937,-115.56028,-1.13125,12.37743,22.41191,-26.19147,BOC_EAG,BOC_EAG,HarringtonVillage,TeamExclusive,Team,20260115-HarringtonVillage-Private-1,bea71ad0-f260-11f0-99a1-27b08f981295,79.27106,,,7.02205,,,,,,,,,
104,2026-01-15,23:14.7,7,4,"Burnham, Jacob",831497,Left,BOC_EAG,"Johnson, Gunnar",1000100233,Right,BOC_EAG,Undefined,3,Bottom,2,2,1,ChangeUp,Changeup,StrikeSwinging,Undefined,Undefined,Undefined,0,0,,78.45614,-1.194998,4.043302,1331.914327,102.039641,9:30,5.66846,-1.97361,6.24526,-40.05333,5.66418,-18.54221,1.22562,0.21658,70.91246,-8.667092,0.696362,0.486646,,,,,,,,,,,,10.89666,3.86583,1.68084,50,5.56018,-7.35118,-113.59023,-3.53617,13.97187,24.41925,-27.21724,BOC_EAG,BOC_EAG,HarringtonVillage,TeamExclusive,Team,20260115-HarringtonVillage-Private-1,c93a0390-f260-11f0-99a1-27b08f981295,77.45357,,,7.54368,,,,,,,,,
105,2026-01-15,23:33.0,7,5,"Burnham, Jacob",831497,Left,BOC_EAG,"Johnson, Gunnar",1000100233,Right,BOC_EAG,Undefined,3,Bottom,2,2,2,Slider,Slider,FoulBallNotFieldable,Undefined,Undefined,Undefined,0,0,,77.54956,1.466175,1.775201,2374.837435,275.931383,3:15,5.68614,-2.38801,5.58078,-47.13947,0.66972,10.06087,3.12808,0.1088,70.09096,-7.209893,3.569423,0.497653,64.14279,9.848214,169.245481,3043.108674,,,,67.54671,45.50055,171.164688,0.787377,-4.39079,0.54595,2.2293,50,5.78288,-3.89372,-112.31156,1.30787,-5.51685,23.43498,-31.48808,BOC_EAG,BOC_EAG,HarringtonVillage,TeamExclusive,Team,20260115-HarringtonVillage-Private-1,d407ab60-f260-11f0-99a1-27b08f981295,75.74033,5.18984,,7.45861,,,,0.85265,2.70822,-0.3998,,,
106,2026-01-15,23:57.1,7,6,"Burnham, Jacob",831497,Left,BOC_EAG,"Johnson, Gunnar",1000100233,Right,BOC_EAG,Undefined,3,Bottom,2,2,2,Fastball,Four-Seam,FoulBallNotFieldable,Undefined,Undefined,Undefined,0,0,,85.42545,-0.795564,2.721169,2003.390627,168.144835,11:30,5.82424,-2.33639,6.09316,-23.41265,15.31225,-2.91177,3.13644,-0.06016,76.77907,-5.248463,2.197449,0.447885,84.80006,38.322804,50.486534,3906.203937,56.28225,71.10066,94.51076,261.20032,136.26195,69.715617,4.512883,2.40571,8.57126,2.12812,50,5.7507,-5.7652,-123.76559,-2.39083,3.66034,29.0946,-19.13272,BOC_EAG,BOC_EAG,HarringtonVillage,TeamExclusive,Team,20260115-HarringtonVillage-Private-1,e26ef4b0-f260-11f0-99a1-27b08f981295,84.15653,77.95194,,8.64637,,,,-0.33267,3.49168,-0.12429,,,
107,2026-01-15,24:20.0,7,7,"Burnham, Jacob",831497,Left,BOC_EAG,"Johnson, Gunnar",1000100233,Right,BOC_EAG,Undefined,3,Bottom,2,2,2,Fastball,Cutter,FoulBallNotFieldable,Undefined,Undefined,Undefined,0,0,,86.45567,-1.314065,3.662094,2123.48579,174.135443,11:45,5.81127,-2.19413,6.2101,-25.96714,11.24792,-1.02945,2.43186,1.10452,78.86719,-6.183493,3.476786,0.439067,,,,,,,,,,,,1.61496,6.58331,1.91967,50,5.69951,-7.98248,-125.34411,-3.66391,2.55471,26.67438,-21.75982,BOC_EAG,BOC_EAG,HarringtonVillage,TeamExclusive,Team,20260115-HarringtonVillage-Private-1,f03a9a40-f260-11f0-99a1-27b08f981295,85.8467,,,7.58848,,,,,,,,,
108,2026-01-15,24:40.6,7,8,"Burnham, Jacob",831497,Left,BOC_EAG,"Johnson, Gunnar",1000100233,Right,BOC_EAG,Undefined,3,Bottom,2,2,2,Slider,Curveball,BallCalled,Undefined,Undefined,Undefined,0,0,,75.05116,2.31762,-0.089764,2410.525384,301.660948,4:00,5.669,-2.29063,5.52801,-55.42668,-5.375,11.09997,3.21787,-1.44955,69.24911,-7.783384,1.890689,0.509191,,,,,,,,,,,,-5.61134,-2.8391,2.29092,50,5.83346,-0.24429,-109.0236,2.61015,-6.78298,18.39165,-35.60592,BOC_EAG,BOC_EAG,HarringtonVillage,TeamExclusive,Team,20260115-HarringtonVillage-Private-1,fc492680-f260-11f0-99a1-27b08f981295,74.02415,,,5.80205,,,,,,,,,
109,2026-01-15,24:58.8,7,9,"Burnham, Jacob",831497,Left,BOC_EAG,"Johnson, Gunnar",1000100233,Right,BOC_EAG,Undefined,3,Bottom,2,3,2,ChangeUp,Changeup,InPlay,Undefined,LineDrive,Out,1,0,,79.02631,-0.320888,3.658564,1396.41169,106.905498,9:30,5.65,-2.23974,6.41024,-38.12199,6.72737,-16.51839,2.17753,-0.2479,71.08015,-7.489604,0.668385,0.482003,88.02999,9.66026,-34.895708,3364.037453,85.19803,5.86123,-69.57929,141.51518,112.1134,-40.91702,1.28741,9.90182,4.09418,1.98503,50,5.60992,-6.73959,-114.50238,-1.70258,12.85074,25.56455,-26.86056,BOC_EAG,BOC_EAG,HarringtonVillage,TeamExclusive,Team,20260115-HarringtonVillage-Private-1,076849b0-f261-11f0-99a1-27b08f981295,78.19963,8.40274,,7.94616,,,,2.0415,2.37834,0.07711,,,
110,2026-01-15,27:42.3,1,1,"Mitchell, John",815503,Right,BOC_EAG,"Solier, Julio",827632,Right,BOC_EAG,Undefined,4,Top,0,0,0,Slider,Slider,InPlay,Undefined,GroundBall,Out,1,0,,85.59608,-0.077559,-1.728934,2563.332736,108.478909,9:30,5.33863,1.85815,5.77829,-35.81884,2.24228,-3.38421,2.28153,-0.03306,78.96849,-6.656992,-2.335191,0.44403,85.82739,-13.57187,13.595367,,,,,9.938,9.3147,13.016712,0.075312,1.2824,1.48146,-1.71333,50,5.3104,3.89091,-124.40127,-1.40397,2.02042,23.70008,-29.84,BOC_EAG,BOC_EAG,HarringtonVillage,TeamExclusive,Team,20260115-HarringtonVillage-Private-1,68b642d0-f261-11f0-99a1-27b08f981295,84.88717,2.22909,,6.62758,,,,0.70757,2.22909,0.06786,,,
111,2026-01-15,28:22.0,2,1,"Mitchell, John",815503,Right,BOC_EAG,"Masse, Easton",1000136802,Right,BOC_EAG,Undefined,4,Top,1,0,0,Fastball,Four-Seam,StrikeCalled,Undefined,Undefined,Undefined,0,0,,92.43543,-2.529964,-2.742048,2330.810225,212.665054,1:00,5.82716,1.26392,6.63175,-15.61942,16.27099,9.7702,2.20503,-0.43434,84.43931,-5.535843,-0.965973,0.406445,,,,,,,,,,,,-5.89114,9.58221,-1.08177,50,5.64896,6.03463,-134.1677,-6.33294,-10.72317,29.40984,-14.73237,BOC_EAG,BOC_EAG,HarringtonVillage,TeamExclusive,Team,20260115-HarringtonVillage-Private-1,805a81d0-f261-11f0-99a1-27b08f981295,92.73694,,,7.99612,,,,,,,,,
112,2026-01-15,28:38.1,2,2,"Mitchell, John",815503,Right,BOC_EAG,"Masse, Easton",1000136802,Right,BOC_EAG,Undefined,4,Top,1,0,1,Slider,Slider,BallCalled,Undefined,Undefined,Undefined,0,0,,87.26268,-1.080382,-0.934462,2730.36101,141.824664,10:45,5.25385,1.9373,5.82726,-30.82868,5.46548,-3.51925,1.68021,0.77527,81.05444,-6.746736,-1.565974,0.4336,,,,,,,,,,,,1.57819,3.36921,-1.85888,50,5.14721,2.21382,-126.92118,-3.45782,2.60801,22.79272,-26.60629,BOC_EAG,BOC_EAG,HarringtonVillage,TeamExclusive,Team,20260115-HarringtonVillage-Private-1,89fa09e0-f261-11f0-99a1-27b08f981295,86.92897,,,6.20824,,,,,,,,,
113,2026-01-15,28:54.9,2,3,"Mitchell, John",815503,Right,BOC_EAG,"Masse, Easton",1000136802,Right,BOC_EAG,Undefined,4,Top,1,1,1,Slider,Slider,BallCalled,Undefined,Undefined,Undefined,0,0,,87.2326,-1.437337,-1.995949,2694.125499,183.514813,12:00,5.22889,2.03991,5.72398,-33.07793,4.2024,0.18055,1.13256,0.19516,79.4634,-7.533068,-1.963629,0.439452,68.49407,-21.532407,-59.089132,,,,,5.79359,3.09837,-33.30919,0.03646,-0.70354,2.92071,-1.87336,50,5.08839,4.40177,-126.52098,-4.33054,-1.12937,28.14167,-27.48553,BOC_EAG,BOC_EAG,HarringtonVillage,TeamExclusive,Team,20260115-HarringtonVillage-Private-1,93f23940-f261-11f0-99a1-27b08f981295,85.7715,1.34702,,7.76919,,,,3.08806,1.34702,-0.25254,,,
114,2026-01-15,29:20.5,2,4,"Mitchell, John",815503,Right,BOC_EAG,"Masse, Easton",1000136802,Right,BOC_EAG,Undefined,4,Top,1,2,1,Fastball,Four-Seam,FoulBallNotFieldable,Undefined,Undefined,Undefined,0,0,,92.56167,-0.174582,-2.734384,2303.203684,198.361531,12:30,5.83582,1.42705,6.59419,-14.60206,17.33702,5.40382,4.45884,-0.62983,84.00281,-3.014606,-1.753436,0.406755,,,,,,,,,,,,-3.61941,9.44595,-1.24206,50,5.81726,6.19585,-134.38966,-0.75989,-6.58003,30.73729,-15.00158,BOC_EAG,BOC_EAG,HarringtonVillage,TeamExclusive,Team,20260115-HarringtonVillage-Private-1,a3100150-f261-11f0-99a1-27b08f981295,92.66624,,,8.55886,,,,,,,,,
115,2026-01-15,29:40.1,2,5,"Mitchell, John",815503,Right,BOC_EAG,"Masse, Easton",1000136802,Right,BOC_EAG,Undefined,4,Top,1,3,1,Fastball,Four-Seam,FoulBallNotFieldable,Undefined,Undefined,Undefined,0,0,,92.49426,-2.438489,-2.001979,2317.411312,206.548656,1:00,5.9159,1.29563,6.49022,-13.19725,19.01033,8.94359,2.57479,0.2023,83.88673,-5.015451,-0.37959,0.408461,71.95944,18.144088,165.229366,3010.347062,-108.52942,11.64557,17.92627,146.11156,45.22819,172.254453,1.754687,-5.30469,11.03646,-1.15895,50,5.73874,4.33218,-134.23625,-6.03189,-9.59039,31.54583,-12.22109,BOC_EAG,BOC_EAG,HarringtonVillage,TeamExclusive,Team,20260115-HarringtonVillage-Private-1,aee729e0-f261-11f0-99a1-27b08f981295,92.27921,15.30327,,8.60753,,,,1.06636,2.55678,-0.2268,,,
116,2026-01-15,30:05.3,2,6,"Mitchell, John",815503,Right,BOC_EAG,"Masse, Easton",1000136802,Right,BOC_EAG,Undefined,4,Top,1,2,2,Curveball,Slider,BallCalled,Undefined,Undefined,Undefined,0,0,,84.43545,-2.160105,-2.641812,2650.709009,87.807415,9:00,6.07054,1.35374,5.70396,-38.97144,1.18161,-6.31359,0.80713,-1.63567,76.796,-9.293103,-3.77149,0.456069,,,,,,,,,,,,2.36906,1.68685,-1.12809,50,5.86502,5.89724,-122.28311,-5.95651,3.52718,27.87221,-29.66254,BOC_EAG,BOC_EAG,HarringtonVillage,TeamExclusive,Team,20260115-HarringtonVillage-Private-1,bde02be0-f261-11f0-99a1-27b08f981295,82.64631,,,7.63945,,,,,,,,,
117,2026-01-15,30:28.6,2,7,"Mitchell, John",815503,Right,BOC_EAG,"Masse, Easton",1000136802,Right,BOC_EAG,Undefined,4,Top,1,3,2,Slider,Slider,FoulBallNotFieldable,Undefined,Undefined,Undefined,0,0,,85.86039,-0.536116,-3.027007,2656.911968,85.621233,8:45,5.29181,1.87895,5.63127,-37.32593,1.04579,-2.02764,1.68039,-1.11693,78.78955,-7.367092,-3.388725,0.445838,61.64507,-68.731952,-92.523573,,,,,2.32908,2.36552,9.051555,0.021205,0.1787,0.99705,-1.61979,50,5.22199,6.66962,-124.55722,-2.48845,0.28019,25.46376,-30.61068,BOC_EAG,BOC_EAG,HarringtonVillage,TeamExclusive,Team,20260115-HarringtonVillage-Private-1,cbc992a0-f261-11f0-99a1-27b08f981295,84.54289,1.79276,,7.07085,,,,2.3308,1.79276,1.06356,,,
118,2026-01-15,30:58.9,2,8,"Mitchell, John",815503,Right,BOC_EAG,"Masse, Easton",1000136802,Right,BOC_EAG,Undefined,4,Top,1,3,2,Slider,Slider,FoulBallNotFieldable,Undefined,Undefined,Undefined,0,0,,86.73778,-0.65402,-1.786228,2615.713642,153.811028,11:15,5.26883,1.89837,5.76012,-35.02222,2.31823,-0.56445,1.74124,0.18821,79.5529,-7.094238,-1.887353,0.439806,,,,,,,,,,,,-0.21555,1.6576,-1.74999,50,5.19305,3.95133,-125.97384,-2.65613,-0.34568,26.06698,-29.51568,BOC_EAG,BOC_EAG,HarringtonVillage,TeamExclusive,Team,20260115-HarringtonVillage-Private-1,dde642d0-f261-11f0-99a1-27b08f981295,85.70239,,,7.18488,,,,,,,,,
119,2026-01-15,31:37.8,2,9,"Mitchell, John",815503,Right,BOC_EAG,"Masse, Easton",1000136802,Right,BOC_EAG,Undefined,4,Top,1,3,1,Fastball,Four-Seam,FoulBallNotFieldable,Undefined,Undefined,Undefined,0,0,,92.24885,-2.334814,-2.705637,2355.586929,213.146565,1:00,5.89506,1.12794,6.58173,-11.36544,21.25273,13.07363,2.80466,-0.26398,82.75087,-4.610523,-0.331717,0.411056,74.25604,15.370756,164.484182,2978.396692,-108.54701,9.44956,17.81919,142.60178,44.47363,172.480287,1.63256,-7.73792,12.27009,-0.94725,50,5.72959,5.78245,-133.70545,-5.66535,-13.73392,34.0806,-10.39613,BOC_EAG,BOC_EAG,HarringtonVillage,TeamExclusive,Team,20260115-HarringtonVillage-Private-1,f5179bc0-f261-11f0-99a1-27b08f981295,91.69658,13.11396,,9.49798,,,,0.47548,2.78912,0.12608,,,
120,2026-01-15,32:01.1,2,10,"Mitchell, John",815503,Right,BOC_EAG,"Masse, Easton",1000136802,Right,BOC_EAG,Undefined,4,Top,1,3,1,Fastball,Four-Seam,FoulBallNotFieldable,Undefined,Undefined,Undefined,0,0,,92.10725,-2.377264,-3.203914,2407.742772,221.60245,1:30,5.82372,1.47282,6.50217,-14.93969,17.94387,14.81737,2.39216,-0.23611,82.58241,-5.297705,-0.518318,0.412725,73.91698,46.691515,61.934279,5179.028528,34.01722,83.55499,104.60779,185.50308,82.51213,76.003743,4.762667,-8.83162,10.55335,-1.25457,50,5.65052,6.86057,-133.41752,-5.90853,-15.58766,34.26901,-13.54754,BOC_EAG,BOC_EAG,HarringtonVillage,TeamExclusive,Team,20260115-HarringtonVillage-Private-1,02f2aaa0-f262-11f0-99a1-27b08f981295,91.32581,83.61181,,9.52484,,,,0.91865,2.73686,0.17512,,,
121,2026-01-15,32:23.6,2,11,"Mitchell, John",815503,Right,BOC_EAG,"Masse, Easton",1000136802,Right,BOC_EAG,Undefined,4,Top,1,3,2,Slider,Slider,BallCalled,Walk,Undefined,Undefined,0,0,,87.45327,-1.542733,-3.099348,2707.157511,220.508463,1:15,5.3134,1.9618,5.71789,-34.96073,1.63028,0.4898,0.96048,-0.88729,80.95797,-7.92637,-3.011791,0.43537,,,,,,,,,,,,-1.05114,1.53008,-1.70283,50,5.16239,6.85313,-126.93795,-4.67008,-1.7271,24.2822,-29.66006,BOC_EAG,BOC_EAG,HarringtonVillage,TeamExclusive,Team,20260115-HarringtonVillage-Private-1,10602aa0-f262-11f0-99a1-27b08f981295,86.57565,,,6.4953,,,,,,,,,
122,2026-01-15,33:11.1,3,1,"Mitchell, John",815503,Right,BOC_EAG,"DeShazo, Owen",703506,Right,BOC_EAG,Undefined,4,Top,1,0,0,Slider,Slider,BallCalled,Undefined,Undefined,Undefined,0,0,,85.96827,-0.859891,-4.587332,2669.986374,154.553149,11:15,5.3525,1.94644,5.55913,-34.35781,4.17461,-1.40862,1.68332,-2.466,78.84133,-7.143863,-4.83731,0.446771,,,,,,,,,,,,-0.58106,2.74221,-1.54856,50,5.25552,10.04319,-124.42353,-3.09799,-0.90999,25.20039,-27.87966,BOC_EAG,BOC_EAG,HarringtonVillage,TeamExclusive,Team,20260115-HarringtonVillage-Private-1,2cadcd70-f262-11f0-99a1-27b08f981295,84.36642,,,7.12694,,,,,,,,,
123,2026-01-15,33:33.7,3,2,"Mitchell, John",815503,Right,BOC_EAG,"DeShazo, Owen",703506,Right,BOC_EAG,Undefined,4,Top,1,1,0,Fastball,Four-Seam,StrikeCalled,Undefined,Undefined,Undefined,0,0,,91.17605,-1.257023,-3.087266,2340.89493,209.735461,1:00,5.87785,1.4435,6.40513,-15.6493,17.2295,9.26693,3.41602,-0.6258,83.56845,-4.259489,-1.411219,0.412695,,,,,,,,,,,,-5.63555,9.62465,-1.22614,50,5.78019,6.7644,-132.40588,-3.32141,-10.0453,27.1883,-15.01824,BOC_EAG,BOC_EAG,HarringtonVillage,TeamExclusive,Team,20260115-HarringtonVillage-Private-1,3a00c090-f262-11f0-99a1-27b08f981295,91.33237,,,7.6076,,,,,,,,,
124,2026-01-15,33:53.3,3,3,"Mitchell, John",815503,Right,BOC_EAG,"DeShazo, Owen",703506,Right,BOC_EAG,Undefined,4,Top,1,1,1,Fastball,Four-Seam,InPlay,Undefined,GroundBall,Single,0,0,,89.44227,-2.193449,-2.67329,2329.186868,218.592823,1:15,6.01155,1.45469,6.29234,-18.41733,15.96993,11.88217,2.45235,-0.02032,81.96331,-5.691915,-0.526462,0.422056,92.32236,-1.250234,-27.4799,3524.557456,,,,32.70876,31.92414,-26.008265,0.23697,-6.9467,9.24812,-1.26362,50,5.84097,5.59684,-129.85917,-5.50152,-11.87837,26.84447,-16.36037,BOC_EAG,BOC_EAG,HarringtonVillage,TeamExclusive,Team,20260115-HarringtonVillage-Private-1,45c831b0-f262-11f0-99a1-27b08f981295,89.30672,2.53556,,7.47896,,,,2.11301,2.53556,-0.12993,,,
125,2026-01-15,34:42.7,4,1,"Mitchell, John",815503,Right,BOC_EAG,"Surowiec, Danny",831970,Left,BOC_EAG,Undefined,4,Top,1,0,0,Fastball,Four-Seam,StrikeSwinging,Undefined,Undefined,Undefined,0,0,,90.62251,-1.226368,-2.030798,2308.628901,214.830157,1:15,6.02277,1.12165,6.46902,-15.41501,17.96032,11.73847,3.611,0.23398,82.52989,-4.207028,0.097847,0.4158,,,,,,,,,,,,-6.69162,10.05938,-0.98312,50,5.92905,4.19342,-131.64201,-3.20395,-11.70147,28.85739,-14.58352,BOC_EAG,BOC_EAG,HarringtonVillage,TeamExclusive,Team,20260115-HarringtonVillage-Private-1,63529a40-f262-11f0-99a1-27b08f981295,90.65049,,,8.09262,,,,,,,,,
126,2026-01-15,35:05.4,4,2,"Mitchell, John",815503,Right,BOC_EAG,"Surowiec, Danny",831970,Left,BOC_EAG,Undefined,4,Top,1,0,1,Curveball,Slider,StrikeCalled,Undefined,Undefined,Undefined,0,0,,84.1591,0.105814,-1.536737,2544.344754,130.703353,10:15,6.13497,1.19828,5.56095,-38.81026,1.72878,-0.31772,2.99968,-0.26424,76.06521,-7.041215,-1.59345,0.458256,,,,,,,,,,,,-0.33886,1.2985,-1.0654,50,6.11894,3.28593,-121.97902,-1.14716,-0.50244,27.55229,-30.24878,BOC_EAG,BOC_EAG,HarringtonVillage,TeamExclusive,Team,20260115-HarringtonVillage-Private-1,70b0b0f0-f262-11f0-99a1-27b08f981295,82.25193,,,8.0939,,,,,,,,,
127,2026-01-15,35:26.0,4,3,"Mitchell, John",815503,Right,BOC_EAG,"Surowiec, Danny",831970,Left,BOC_EAG,Undefined,4,Top,1,0,2,Curveball,Slider,BallCalled,Undefined,Undefined,Undefined,0,0,,83.56693,-2.414577,-2.986763,2698.608124,68.644524,8:15,6.18721,1.38048,5.56432,-40.42561,0.48346,-2.22244,0.55832,-1.59747,76.65978,-9.764341,-3.383435,0.460343,,,,,,,,,,,,0.23126,1.3698,-1.12113,50,5.95201,6.40593,-121.03564,-6.52905,0.34047,25.27904,-30.15729,BOC_EAG,BOC_EAG,HarringtonVillage,TeamExclusive,Team,20260115-HarringtonVillage-Private-1,7d148920-f262-11f0-99a1-27b08f981295,81.87907,,,6.90715,,,,,,,,,
128,2026-01-15,35:54.6,4,4,"Mitchell, John",815503,Right,BOC_EAG,"Surowiec, Danny",831970,Left,BOC_EAG,Undefined,4,Top,1,1,2,Curveball,Slider,BallCalled,Undefined,Undefined,Undefined,0,0,,83.50391,-3.118306,-1.821634,2661.174836,98.723589,9:15,6.1823,1.36169,5.60961,-38.96943,1.7526,-2.93437,0.01986,-0.58373,76.95347,-10.197181,-2.346813,0.459289,,,,,,,,,,,,0.97787,2.12197,-1.20396,50,5.88997,3.96572,-121.05199,-7.93721,1.44507,24.52844,-29.03824,BOC_EAG,BOC_EAG,HarringtonVillage,TeamExclusive,Team,20260115-HarringtonVillage-Private-1,8e2b8920-f262-11f0-99a1-27b08f981295,82.06692,,,6.55044,,,,,,,,,
129,2026-01-15,36:16.6,4,5,"Mitchell, John",815503,Right,BOC_EAG,"Surowiec, Danny",831970,Left,BOC_EAG,Undefined,4,Top,1,2,2,Fastball,Four-Seam,StrikeCalled,Strikeout,Undefined,Undefined,0,0,,92.66572,-2.972318,-1.719357,2419.380255,212.147256,1:00,5.86221,1.28894,6.58442,-11.92572,19.89237,11.84194,2.14092,0.69969,84.49901,-5.308738,0.433244,0.405984,,,,,,,,,,,,-6.69489,11.60981,-1.17559,50,5.65295,3.56086,-134.52792,-7.24382,-12.22939,30.06263,-10.96664,BOC_EAG,BOC_EAG,HarringtonVillage,TeamExclusive,Team,20260115-HarringtonVillage-Private-1,9b3194c0-f262-11f0-99a1-27b08f981295,92.84225,,,8.1667,,,,,,,,,
